USER_LABEL,RATE,TECHNOLOGY,SPECIFICATION,VENDOR,Z_END_VENDOR,A_END_VENDOR,A_END_NODE,Z_END_NODE,A_END_PORT,Z_END_PORT,CIRCLE,LAST_MODIFIED
"MUM_TJ16P_GYOLT-1-Port_GPON-1-1-2-MUM_TJ16P_GYOLT-1-ONT-EthPort-1-1-2-1-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","MUM_TJ16P_GYOLT-1","MUM_TJ16P_GYOLT-1","Port_GPON-1-1-2","ONT-EthPort-1-1-2-1-1-4","MUM","2024-09-11T18:27:36.183"
"MUM_TJ16P_GYOLT-1-Port_GPON-1-1-2-MUM_TJ16P_GYOLT-1-ONT-EthPort-1-1-2-2-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","MUM_TJ16P_GYOLT-1","MUM_TJ16P_GYOLT-1","Port_GPON-1-1-2","ONT-EthPort-1-1-2-2-1-4","MUM","2024-09-11T18:27:36.185"
"MUM_TJ16P_GYOLT-1-Port_GPON-1-1-2-MUM_TJ16P_GYOLT-1-ONT-EthPort-1-1-2-3-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","MUM_TJ16P_GYOLT-1","MUM_TJ16P_GYOLT-1","Port_GPON-1-1-2","ONT-EthPort-1-1-2-3-1-4","MUM","2024-09-11T18:27:36.186"
"MUM_TJ16P_GYOLT-1-Port_GPON-1-1-2-MUM_TJ16P_GYOLT-1-ONT-EthPort-1-1-2-4-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","MUM_TJ16P_GYOLT-1","MUM_TJ16P_GYOLT-1","Port_GPON-1-1-2","ONT-EthPort-1-1-2-4-1-4","MUM","2024-09-11T18:27:36.187"
"KAR_BAN_TJ016P_VAGOLT_01-Port_GPON-1-1-4-KAR_BAN_TJ016P_VAGOLT_01-ONT-EthPort-1-1-4-1-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","KAR_BAN_TJ016P_VAGOLT_01","KAR_BAN_TJ016P_VAGOLT_01","Port_GPON-1-1-4","ONT-EthPort-1-1-4-1-1-4","KAR","2024-09-11T18:27:36.187"
"MUM_S_TJ8P_SOLT-1-Port_GPON-1-1-4-MUM_S_TJ8P_SOLT-1-ONT-EthPort-1-1-4-5-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","MUM_S_TJ8P_SOLT-1","MUM_S_TJ8P_SOLT-1","Port_GPON-1-1-4","ONT-EthPort-1-1-4-5-1-4","MUM","2024-09-11T18:27:36.188"
"MUM_S_TJ8P_SOLT-1-Port_GPON-1-1-4-MUM_S_TJ8P_SOLT-1-ONT-EthPort-1-1-4-4-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","MUM_S_TJ8P_SOLT-1","MUM_S_TJ8P_SOLT-1","Port_GPON-1-1-4","ONT-EthPort-1-1-4-4-1-4","MUM","2024-09-11T18:27:36.188"
"MUM_S_TJ8P_SOLT-1-Port_GPON-1-1-1-MUM_S_TJ8P_SOLT-1-ONT-EthPort-1-1-1-5-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","MUM_S_TJ8P_SOLT-1","MUM_S_TJ8P_SOLT-1","Port_GPON-1-1-1","ONT-EthPort-1-1-1-5-1-2","MUM","2024-09-11T18:27:36.189"
"MUM_S_TJ8P_SOLT-1-Port_GPON-1-1-4-MUM_S_TJ8P_SOLT-1-ONT-EthPort-1-1-4-6-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","MUM_S_TJ8P_SOLT-1","MUM_S_TJ8P_SOLT-1","Port_GPON-1-1-4","ONT-EthPort-1-1-4-6-1-4","MUM","2024-09-11T18:27:36.189"
"MUM_S_TJ8P_SOLT-1-Port_GPON-1-1-4-MUM_S_TJ8P_SOLT-1-ONT-EthPort-1-1-4-2-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","MUM_S_TJ8P_SOLT-1","MUM_S_TJ8P_SOLT-1","Port_GPON-1-1-4","ONT-EthPort-1-1-4-2-1-2","MUM","2024-09-11T18:27:36.190"
"MUM_S_TJ8P_SOLT-1-Port_GPON-1-1-4-MUM_S_TJ8P_SOLT-1-ONT-EthPort-1-1-4-3-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","MUM_S_TJ8P_SOLT-1","MUM_S_TJ8P_SOLT-1","Port_GPON-1-1-4","ONT-EthPort-1-1-4-3-1-4","MUM","2024-09-11T18:27:36.191"
"MUM_S_TJ8P_SOLT-1-Port_GPON-1-1-4-MUM_S_TJ8P_SOLT-1-ONT-EthPort-1-1-4-7-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","MUM_S_TJ8P_SOLT-1","MUM_S_TJ8P_SOLT-1","Port_GPON-1-1-4","ONT-EthPort-1-1-4-7-1-4","MUM","2024-09-11T18:27:36.191"
"MUM_S_TJ8P_SOLT-1-Port_GPON-1-1-4-MUM_S_TJ8P_SOLT-1-ONT-EthPort-1-1-4-8-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","MUM_S_TJ8P_SOLT-1","MUM_S_TJ8P_SOLT-1","Port_GPON-1-1-4","ONT-EthPort-1-1-4-8-1-4","MUM","2024-09-11T18:27:36.192"
"MUM_S_TJ8P_SOLT-1-Port_GPON-1-1-4-MUM_S_TJ8P_SOLT-1-ONT-EthPort-1-1-4-9-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","MUM_S_TJ8P_SOLT-1","MUM_S_TJ8P_SOLT-1","Port_GPON-1-1-4","ONT-EthPort-1-1-4-9-1-4","MUM","2024-09-11T18:27:36.192"
"MUM_S_TJ8P_SOLT-1-Port_GPON-1-1-1-MUM_S_TJ8P_SOLT-1-ONT-EthPort-1-1-1-2-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","MUM_S_TJ8P_SOLT-1","MUM_S_TJ8P_SOLT-1","Port_GPON-1-1-1","ONT-EthPort-1-1-1-2-1-2","MUM","2024-09-11T18:27:36.192"
"MUM_S_TJ8P_SOLT-1-Port_GPON-1-1-4-MUM_S_TJ8P_SOLT-1-ONT-EthPort-1-1-4-1-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","MUM_S_TJ8P_SOLT-1","MUM_S_TJ8P_SOLT-1","Port_GPON-1-1-4","ONT-EthPort-1-1-4-1-1-2","MUM","2024-09-11T18:27:36.193"
"MUM_S_TJ8P_SOLT-1-Port_GPON-1-1-4-MUM_S_TJ8P_SOLT-1-ONT-EthPort-1-1-4-10-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","MUM_S_TJ8P_SOLT-1","MUM_S_TJ8P_SOLT-1","Port_GPON-1-1-4","ONT-EthPort-1-1-4-10-1-4","MUM","2024-09-11T18:27:36.194"
"MUM_S_TJ8P_SOLT-1-Port_GPON-1-1-2-MUM_S_TJ8P_SOLT-1-ONT-EthPort-1-1-2-1-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","MUM_S_TJ8P_SOLT-1","MUM_S_TJ8P_SOLT-1","Port_GPON-1-1-2","ONT-EthPort-1-1-2-1-1-4","MUM","2024-09-11T18:27:36.195"
"MUM_S_TJ8P_SOLT-1-Port_GPON-1-1-2-MUM_S_TJ8P_SOLT-1-ONT-EthPort-1-1-2-2-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","MUM_S_TJ8P_SOLT-1","MUM_S_TJ8P_SOLT-1","Port_GPON-1-1-2","ONT-EthPort-1-1-2-2-1-4","MUM","2024-09-11T18:27:36.196"
"MUM_S_TJ8P_SOLT-1-Port_GPON-1-1-2-MUM_S_TJ8P_SOLT-1-ONT-EthPort-1-1-2-3-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","MUM_S_TJ8P_SOLT-1","MUM_S_TJ8P_SOLT-1","Port_GPON-1-1-2","ONT-EthPort-1-1-2-3-1-4","MUM","2024-09-11T18:27:36.198"
"MUM_S_TJ8P_SOLT-1-Port_GPON-1-1-2-MUM_S_TJ8P_SOLT-1-ONT-EthPort-1-1-2-4-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","MUM_S_TJ8P_SOLT-1","MUM_S_TJ8P_SOLT-1","Port_GPON-1-1-2","ONT-EthPort-1-1-2-4-1-2","MUM","2024-09-11T18:27:36.199"
"MUM_S_TJ8P_SOLT-1-Port_GPON-1-1-2-MUM_S_TJ8P_SOLT-1-ONT-EthPort-1-1-2-7-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","MUM_S_TJ8P_SOLT-1","MUM_S_TJ8P_SOLT-1","Port_GPON-1-1-2","ONT-EthPort-1-1-2-7-1-4","MUM","2024-09-11T18:27:36.200"
"MUM_S_TJ8P_SOLT-1-Port_GPON-1-1-2-MUM_S_TJ8P_SOLT-1-ONT-EthPort-1-1-2-8-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","MUM_S_TJ8P_SOLT-1","MUM_S_TJ8P_SOLT-1","Port_GPON-1-1-2","ONT-EthPort-1-1-2-8-1-2","MUM","2024-09-11T18:27:36.200"
"MUM_S_TJ8P_SOLT-1-Port_GPON-1-1-2-MUM_S_TJ8P_SOLT-1-ONT-EthPort-1-1-2-9-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","MUM_S_TJ8P_SOLT-1","MUM_S_TJ8P_SOLT-1","Port_GPON-1-1-2","ONT-EthPort-1-1-2-9-1-4","MUM","2024-09-11T18:27:36.201"
"MUM_S_TJ8P_SOLT-1-Port_GPON-1-1-2-MUM_S_TJ8P_SOLT-1-ONT-EthPort-1-1-2-10-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","MUM_S_TJ8P_SOLT-1","MUM_S_TJ8P_SOLT-1","Port_GPON-1-1-2","ONT-EthPort-1-1-2-10-1-4","MUM","2024-09-11T18:27:36.201"
"MUM_S_TJ8P_SOLT-1-Port_GPON-1-1-2-MUM_S_TJ8P_SOLT-1-ONT-EthPort-1-1-2-5-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","MUM_S_TJ8P_SOLT-1","MUM_S_TJ8P_SOLT-1","Port_GPON-1-1-2","ONT-EthPort-1-1-2-5-1-4","MUM","2024-09-11T18:27:36.202"
"MUM_S_TJ8P_SOLT-1-Port_GPON-1-1-5-MUM_S_TJ8P_SOLT-1-ONT-EthPort-1-1-5-1-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","MUM_S_TJ8P_SOLT-1","MUM_S_TJ8P_SOLT-1","Port_GPON-1-1-5","ONT-EthPort-1-1-5-1-1-4","MUM","2024-09-11T18:27:36.202"
"MUM_S_TJ8P_SOLT-1-Port_GPON-1-1-5-MUM_S_TJ8P_SOLT-1-ONT-EthPort-1-1-5-2-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","MUM_S_TJ8P_SOLT-1","MUM_S_TJ8P_SOLT-1","Port_GPON-1-1-5","ONT-EthPort-1-1-5-2-1-4","MUM","2024-09-11T18:27:36.203"
"MUM_S_TJ8P_SOLT-1-Port_GPON-1-1-2-MUM_S_TJ8P_SOLT-1-ONT-EthPort-1-1-2-6-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","MUM_S_TJ8P_SOLT-1","MUM_S_TJ8P_SOLT-1","Port_GPON-1-1-2","ONT-EthPort-1-1-2-6-1-4","MUM","2024-09-11T18:27:36.203"
"KAR_BAN_TJ08P_SEOLT_01-Port_GPON-1-1-3-KAR_BAN_TJ08P_SEOLT_01-ONT-EthPort-1-1-3-4-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","KAR_BAN_TJ08P_SEOLT_01","KAR_BAN_TJ08P_SEOLT_01","Port_GPON-1-1-3","ONT-EthPort-1-1-3-4-1-2","KAR","2024-09-11T18:27:36.204"
"KAR_BAN_TJ08P_SEOLT_01-Port_GPON-1-1-2-KAR_BAN_TJ08P_SEOLT_01-ONT-EthPort-1-1-2-1-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","KAR_BAN_TJ08P_SEOLT_01","KAR_BAN_TJ08P_SEOLT_01","Port_GPON-1-1-2","ONT-EthPort-1-1-2-1-1-2","KAR","2024-09-11T18:27:36.205"
"KAR_BAN_TJ08P_SEOLT_01-Port_GPON-1-1-2-KAR_BAN_TJ08P_SEOLT_01-ONT-EthPort-1-1-2-3-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","KAR_BAN_TJ08P_SEOLT_01","KAR_BAN_TJ08P_SEOLT_01","Port_GPON-1-1-2","ONT-EthPort-1-1-2-3-1-4","KAR","2024-09-11T18:27:36.205"
"KAR_BAN_TJ08P_SEOLT_01-Port_GPON-1-1-2-KAR_BAN_TJ08P_SEOLT_01-ONT-EthPort-1-1-2-2-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","KAR_BAN_TJ08P_SEOLT_01","KAR_BAN_TJ08P_SEOLT_01","Port_GPON-1-1-2","ONT-EthPort-1-1-2-2-1-4","KAR","2024-09-11T18:27:36.206"
"KAR_BAN_TJ08P_SEOLT_01-Port_GPON-1-1-3-KAR_BAN_TJ08P_SEOLT_01-ONT-EthPort-1-1-3-6-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","KAR_BAN_TJ08P_SEOLT_01","KAR_BAN_TJ08P_SEOLT_01","Port_GPON-1-1-3","ONT-EthPort-1-1-3-6-1-2","KAR","2024-09-11T18:27:36.206"
"KAR_BAN_TJ08P_SEOLT_01-Port_GPON-1-1-2-KAR_BAN_TJ08P_SEOLT_01-ONT-EthPort-1-1-2-4-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","KAR_BAN_TJ08P_SEOLT_01","KAR_BAN_TJ08P_SEOLT_01","Port_GPON-1-1-2","ONT-EthPort-1-1-2-4-1-4","KAR","2024-09-11T18:27:36.207"
"KAR_BAN_TJ08P_SEOLT_01-Port_GPON-1-1-3-KAR_BAN_TJ08P_SEOLT_01-ONT-EthPort-1-1-3-1-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","KAR_BAN_TJ08P_SEOLT_01","KAR_BAN_TJ08P_SEOLT_01","Port_GPON-1-1-3","ONT-EthPort-1-1-3-1-1-4","KAR","2024-09-11T18:27:36.208"
"KAR_BAN_TJ08P_SEOLT_01-Port_GPON-1-1-3-KAR_BAN_TJ08P_SEOLT_01-ONT-EthPort-1-1-3-8-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","KAR_BAN_TJ08P_SEOLT_01","KAR_BAN_TJ08P_SEOLT_01","Port_GPON-1-1-3","ONT-EthPort-1-1-3-8-1-4","KAR","2024-09-11T18:27:36.209"
"KAR_BAN_TJ08P_SEOLT_01-Port_GPON-1-1-1-KAR_BAN_TJ08P_SEOLT_01-ONT-EthPort-1-1-1-1-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","KAR_BAN_TJ08P_SEOLT_01","KAR_BAN_TJ08P_SEOLT_01","Port_GPON-1-1-1","ONT-EthPort-1-1-1-1-1-4","KAR","2024-09-11T18:27:36.209"
"KAR_BAN_TJ08P_SEOLT_01-Port_GPON-1-1-2-KAR_BAN_TJ08P_SEOLT_01-ONT-EthPort-1-1-2-7-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","KAR_BAN_TJ08P_SEOLT_01","KAR_BAN_TJ08P_SEOLT_01","Port_GPON-1-1-2","ONT-EthPort-1-1-2-7-1-4","KAR","2024-09-11T18:27:36.210"
"KAR_BAN_TJ08P_SEOLT_01-Port_GPON-1-1-1-KAR_BAN_TJ08P_SEOLT_01-ONT-EthPort-1-1-1-4-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","KAR_BAN_TJ08P_SEOLT_01","KAR_BAN_TJ08P_SEOLT_01","Port_GPON-1-1-1","ONT-EthPort-1-1-1-4-1-4","KAR","2024-09-11T18:27:36.211"
"KAR_BAN_TJ08P_SEOLT_01-Port_GPON-1-1-1-KAR_BAN_TJ08P_SEOLT_01-ONT-EthPort-1-1-1-3-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","KAR_BAN_TJ08P_SEOLT_01","KAR_BAN_TJ08P_SEOLT_01","Port_GPON-1-1-1","ONT-EthPort-1-1-1-3-1-4","KAR","2024-09-11T18:27:36.212"
"KAR_BAN_TJ08P_SEOLT_01-Port_GPON-1-1-3-KAR_BAN_TJ08P_SEOLT_01-ONT-EthPort-1-1-3-3-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","KAR_BAN_TJ08P_SEOLT_01","KAR_BAN_TJ08P_SEOLT_01","Port_GPON-1-1-3","ONT-EthPort-1-1-3-3-1-4","KAR","2024-09-11T18:27:36.212"
"KAR_BAN_TJ08P_SEOLT_01-Port_GPON-1-1-1-KAR_BAN_TJ08P_SEOLT_01-ONT-EthPort-1-1-1-2-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","KAR_BAN_TJ08P_SEOLT_01","KAR_BAN_TJ08P_SEOLT_01","Port_GPON-1-1-1","ONT-EthPort-1-1-1-2-1-4","KAR","2024-09-11T18:27:36.213"
"KAR_BAN_TJ16P_SJROLT_01-Port_GPON-1-1-5-KAR_BAN_TJ16P_SJROLT_01-ONT-EthPort-1-1-5-3-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","KAR_BAN_TJ16P_SJROLT_01","KAR_BAN_TJ16P_SJROLT_01","Port_GPON-1-1-5","ONT-EthPort-1-1-5-3-1-4","KAR","2024-09-11T18:27:36.214"
"KAR_BAN_TJ16P_SJROLT_01-Port_GPON-1-1-5-KAR_BAN_TJ16P_SJROLT_01-ONT-EthPort-1-1-5-5-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","KAR_BAN_TJ16P_SJROLT_01","KAR_BAN_TJ16P_SJROLT_01","Port_GPON-1-1-5","ONT-EthPort-1-1-5-5-1-4","KAR","2024-09-11T18:27:36.217"
"KAR_BAN_TJ16P_SJROLT_01-Port_GPON-1-1-2-KAR_BAN_TJ16P_SJROLT_01-ONT-EthPort-1-1-2-1-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","KAR_BAN_TJ16P_SJROLT_01","KAR_BAN_TJ16P_SJROLT_01","Port_GPON-1-1-2","ONT-EthPort-1-1-2-1-1-4","KAR","2024-09-11T18:27:36.219"
"KAR_BAN_TJ16P_SJROLT_01-Port_GPON-1-1-2-KAR_BAN_TJ16P_SJROLT_01-ONT-EthPort-1-1-2-2-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","KAR_BAN_TJ16P_SJROLT_01","KAR_BAN_TJ16P_SJROLT_01","Port_GPON-1-1-2","ONT-EthPort-1-1-2-2-1-4","KAR","2024-09-11T18:27:36.220"
"KAR_BAN_TJ16P_SJROLT_01-Port_GPON-1-1-5-KAR_BAN_TJ16P_SJROLT_01-ONT-EthPort-1-1-5-1-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","KAR_BAN_TJ16P_SJROLT_01","KAR_BAN_TJ16P_SJROLT_01","Port_GPON-1-1-5","ONT-EthPort-1-1-5-1-1-4","KAR","2024-09-11T18:27:36.220"
"KAR_BAN_TJ16P_SJROLT_01-Port_GPON-1-1-1-KAR_BAN_TJ16P_SJROLT_01-ONT-EthPort-1-1-1-1-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","KAR_BAN_TJ16P_SJROLT_01","KAR_BAN_TJ16P_SJROLT_01","Port_GPON-1-1-1","ONT-EthPort-1-1-1-1-1-4","KAR","2024-09-11T18:27:36.221"
"KAR_BAN_TJ16P_SJROLT_01-Port_GPON-1-1-1-KAR_BAN_TJ16P_SJROLT_01-ONT-EthPort-1-1-1-2-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","KAR_BAN_TJ16P_SJROLT_01","KAR_BAN_TJ16P_SJROLT_01","Port_GPON-1-1-1","ONT-EthPort-1-1-1-2-1-4","KAR","2024-09-11T18:27:36.222"
"KAR_BAN_TJ16P_SJROLT_01-Port_GPON-1-1-5-KAR_BAN_TJ16P_SJROLT_01-ONT-EthPort-1-1-5-2-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","KAR_BAN_TJ16P_SJROLT_01","KAR_BAN_TJ16P_SJROLT_01","Port_GPON-1-1-5","ONT-EthPort-1-1-5-2-1-4","KAR","2024-09-11T18:27:36.222"
"KAR_BAN_TJ16P_SJROLT_01-Port_GPON-1-1-1-KAR_BAN_TJ16P_SJROLT_01-ONT-EthPort-1-1-1-3-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","KAR_BAN_TJ16P_SJROLT_01","KAR_BAN_TJ16P_SJROLT_01","Port_GPON-1-1-1","ONT-EthPort-1-1-1-3-1-4","KAR","2024-09-11T18:27:36.223"
"AP_HYD_TJ8P_PSOLT_1-Port_GPON-1-1-2-AP_HYD_TJ8P_PSOLT_1-ONT-EthPort-1-1-2-1-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","AP_HYD_TJ8P_PSOLT_1","AP_HYD_TJ8P_PSOLT_1","Port_GPON-1-1-2","ONT-EthPort-1-1-2-1-1-2","AP","2024-09-11T18:27:36.224"
"AP_HYD_TJ8P_PSOLT_1-Port_GPON-1-1-1-AP_HYD_TJ8P_PSOLT_1-ONT-EthPort-1-1-1-3-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","AP_HYD_TJ8P_PSOLT_1","AP_HYD_TJ8P_PSOLT_1","Port_GPON-1-1-1","ONT-EthPort-1-1-1-3-1-2","AP","2024-09-11T18:27:36.224"
"AP_HYD_TJ8P_PSOLT_1-Port_GPON-1-1-1-AP_HYD_TJ8P_PSOLT_1-ONT-EthPort-1-1-1-4-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","AP_HYD_TJ8P_PSOLT_1","AP_HYD_TJ8P_PSOLT_1","Port_GPON-1-1-1","ONT-EthPort-1-1-1-4-1-2","AP","2024-09-11T18:27:36.225"
"AP_HYD_TJ8P_PSOLT_1-Port_GPON-1-1-1-AP_HYD_TJ8P_PSOLT_1-ONT-EthPort-1-1-1-5-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","AP_HYD_TJ8P_PSOLT_1","AP_HYD_TJ8P_PSOLT_1","Port_GPON-1-1-1","ONT-EthPort-1-1-1-5-1-2","AP","2024-09-11T18:27:36.225"
"AP_HYD_TJ8P_PSOLT_1-Port_GPON-1-1-1-AP_HYD_TJ8P_PSOLT_1-ONT-EthPort-1-1-1-6-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","AP_HYD_TJ8P_PSOLT_1","AP_HYD_TJ8P_PSOLT_1","Port_GPON-1-1-1","ONT-EthPort-1-1-1-6-1-2","AP","2024-09-11T18:27:36.226"
"AP_HYD_TJ8P_PSOLT_1-Port_GPON-1-1-1-AP_HYD_TJ8P_PSOLT_1-ONT-EthPort-1-1-1-10-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","AP_HYD_TJ8P_PSOLT_1","AP_HYD_TJ8P_PSOLT_1","Port_GPON-1-1-1","ONT-EthPort-1-1-1-10-1-2","AP","2024-09-11T18:27:36.226"
"AP_HYD_TJ8P_PSOLT_1-Port_GPON-1-1-1-AP_HYD_TJ8P_PSOLT_1-ONT-EthPort-1-1-1-11-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","AP_HYD_TJ8P_PSOLT_1","AP_HYD_TJ8P_PSOLT_1","Port_GPON-1-1-1","ONT-EthPort-1-1-1-11-1-2","AP","2024-09-11T18:27:36.226"
"AP_HYD_TJ8P_PSOLT_1-Port_GPON-1-1-1-AP_HYD_TJ8P_PSOLT_1-ONT-EthPort-1-1-1-13-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","AP_HYD_TJ8P_PSOLT_1","AP_HYD_TJ8P_PSOLT_1","Port_GPON-1-1-1","ONT-EthPort-1-1-1-13-1-2","AP","2024-09-11T18:27:36.227"
"AP_HYD_TJ8P_PSOLT_1-Port_GPON-1-1-1-AP_HYD_TJ8P_PSOLT_1-ONT-EthPort-1-1-1-14-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","AP_HYD_TJ8P_PSOLT_1","AP_HYD_TJ8P_PSOLT_1","Port_GPON-1-1-1","ONT-EthPort-1-1-1-14-1-2","AP","2024-09-11T18:27:36.228"
"AP_HYD_TJ8P_PSOLT_1-Port_GPON-1-1-1-AP_HYD_TJ8P_PSOLT_1-ONT-EthPort-1-1-1-15-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","AP_HYD_TJ8P_PSOLT_1","AP_HYD_TJ8P_PSOLT_1","Port_GPON-1-1-1","ONT-EthPort-1-1-1-15-1-2","AP","2024-09-11T18:27:36.229"
"AP_HYD_TJ8P_PSOLT_1-Port_GPON-1-1-1-AP_HYD_TJ8P_PSOLT_1-ONT-EthPort-1-1-1-7-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","AP_HYD_TJ8P_PSOLT_1","AP_HYD_TJ8P_PSOLT_1","Port_GPON-1-1-1","ONT-EthPort-1-1-1-7-1-2","AP","2024-09-11T18:27:36.229"
"AP_HYD_TJ8P_PSOLT_1-Port_GPON-1-1-1-AP_HYD_TJ8P_PSOLT_1-ONT-EthPort-1-1-1-9-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","AP_HYD_TJ8P_PSOLT_1","AP_HYD_TJ8P_PSOLT_1","Port_GPON-1-1-1","ONT-EthPort-1-1-1-9-1-4","AP","2024-09-11T18:27:36.230"
"AP_HYD_TJ8P_PSOLT_1-Port_GPON-1-1-3-AP_HYD_TJ8P_PSOLT_1-ONT-EthPort-1-1-3-1-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","AP_HYD_TJ8P_PSOLT_1","AP_HYD_TJ8P_PSOLT_1","Port_GPON-1-1-3","ONT-EthPort-1-1-3-1-1-4","AP","2024-09-11T18:27:36.231"
"AP_HYD_TJ8P_PSOLT_1-Port_GPON-1-1-3-AP_HYD_TJ8P_PSOLT_1-ONT-EthPort-1-1-3-2-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","AP_HYD_TJ8P_PSOLT_1","AP_HYD_TJ8P_PSOLT_1","Port_GPON-1-1-3","ONT-EthPort-1-1-3-2-1-4","AP","2024-09-11T18:27:36.232"
"AP_HYD_TJ8P_PSOLT_1-Port_GPON-1-1-1-AP_HYD_TJ8P_PSOLT_1-ONT-EthPort-1-1-1-1-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","AP_HYD_TJ8P_PSOLT_1","AP_HYD_TJ8P_PSOLT_1","Port_GPON-1-1-1","ONT-EthPort-1-1-1-1-1-2","AP","2024-09-11T18:27:36.234"
" KAR_BAN_TJ16P_VIOLT_01-Port_GPON-1-1-3- KAR_BAN_TJ16P_VIOLT_01-ONT-EthPort-1-1-3-3-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON"," KAR_BAN_TJ16P_VIOLT_01"," KAR_BAN_TJ16P_VIOLT_01","Port_GPON-1-1-3","ONT-EthPort-1-1-3-3-1-2"," KAR","2024-09-11T18:27:36.234"
