USER_LABEL,RATE,TECHNOLOGY,SPECIFICATION,VENDOR,Z_END_VENDOR,A_END_VENDOR,A_END_NODE,Z_END_NODE,A_END_PORT,Z_END_PORT,CIRCLE,LAST_MODIFIED
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-3-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-3-42-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-3","ONT-EthPort-1-1-3-42-1-2","ROM","2024-09-11T18:27:41.580"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-3-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-3-45-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-3","ONT-EthPort-1-1-3-45-1-4","ROM","2024-09-11T18:27:41.580"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-5-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-5-65-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-5","ONT-EthPort-1-1-5-65-1-2","ROM","2024-09-11T18:27:41.580"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-5-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-5-14-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-5","ONT-EthPort-1-1-5-14-1-4","ROM","2024-09-11T18:27:41.581"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-5-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-5-52-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-5","ONT-EthPort-1-1-5-52-1-4","ROM","2024-09-11T18:27:41.581"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-5-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-5-36-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-5","ONT-EthPort-1-1-5-36-1-2","ROM","2024-09-11T18:27:41.581"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-3-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-3-25-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-3","ONT-EthPort-1-1-3-25-1-4","ROM","2024-09-11T18:27:41.582"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-5-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-5-21-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-5","ONT-EthPort-1-1-5-21-1-4","ROM","2024-09-11T18:27:41.582"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-3-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-3-20-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-3","ONT-EthPort-1-1-3-20-1-4","ROM","2024-09-11T18:27:41.582"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-3-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-3-27-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-3","ONT-EthPort-1-1-3-27-1-4","ROM","2024-09-11T18:27:41.582"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-5-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-5-32-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-5","ONT-EthPort-1-1-5-32-1-4","ROM","2024-09-11T18:27:41.583"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-5-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-5-63-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-5","ONT-EthPort-1-1-5-63-1-2","ROM","2024-09-11T18:27:41.583"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-3-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-3-43-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-3","ONT-EthPort-1-1-3-43-1-2","ROM","2024-09-11T18:27:41.583"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-7-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-7-1-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-7","ONT-EthPort-1-1-7-1-1-4","ROM","2024-09-11T18:27:41.584"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-5-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-5-56-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-5","ONT-EthPort-1-1-5-56-1-2","ROM","2024-09-11T18:27:41.584"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-3-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-3-50-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-3","ONT-EthPort-1-1-3-50-1-2","ROM","2024-09-11T18:27:41.584"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-5-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-5-19-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-5","ONT-EthPort-1-1-5-19-1-4","ROM","2024-09-11T18:27:41.585"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-5-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-5-25-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-5","ONT-EthPort-1-1-5-25-1-4","ROM","2024-09-11T18:27:41.585"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-1-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-1-1-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-1","ONT-EthPort-1-1-1-1-1-4","ROM","2024-09-11T18:27:41.585"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-5-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-5-13-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-5","ONT-EthPort-1-1-5-13-1-4","ROM","2024-09-11T18:27:41.586"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-7-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-7-11-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-7","ONT-EthPort-1-1-7-11-1-4","ROM","2024-09-11T18:27:41.586"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-3-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-3-35-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-3","ONT-EthPort-1-1-3-35-1-2","ROM","2024-09-11T18:27:41.587"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-3-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-3-19-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-3","ONT-EthPort-1-1-3-19-1-4","ROM","2024-09-11T18:27:41.587"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-3-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-3-34-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-3","ONT-EthPort-1-1-3-34-1-4","ROM","2024-09-11T18:27:41.587"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-3-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-3-8-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-3","ONT-EthPort-1-1-3-8-1-4","ROM","2024-09-11T18:27:41.588"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-1-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-1-23-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-1","ONT-EthPort-1-1-1-23-1-2","ROM","2024-09-11T18:27:41.588"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-5-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-5-66-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-5","ONT-EthPort-1-1-5-66-1-2","ROM","2024-09-11T18:27:41.588"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-5-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-5-20-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-5","ONT-EthPort-1-1-5-20-1-4","ROM","2024-09-11T18:27:41.589"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-3-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-3-13-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-3","ONT-EthPort-1-1-3-13-1-4","ROM","2024-09-11T18:27:41.589"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-1-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-1-26-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-1","ONT-EthPort-1-1-1-26-1-4","ROM","2024-09-11T18:27:41.589"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-1-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-1-9-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-1","ONT-EthPort-1-1-1-9-1-2","ROM","2024-09-11T18:27:41.590"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-1-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-1-19-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-1","ONT-EthPort-1-1-1-19-1-2","ROM","2024-09-11T18:27:41.590"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-5-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-5-67-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-5","ONT-EthPort-1-1-5-67-1-4","ROM","2024-09-11T18:27:41.590"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-5-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-5-46-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-5","ONT-EthPort-1-1-5-46-1-4","ROM","2024-09-11T18:27:41.591"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-3-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-3-10-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-3","ONT-EthPort-1-1-3-10-1-4","ROM","2024-09-11T18:27:41.591"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-3-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-3-41-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-3","ONT-EthPort-1-1-3-41-1-2","ROM","2024-09-11T18:27:41.591"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-3-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-3-6-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-3","ONT-EthPort-1-1-3-6-1-4","ROM","2024-09-11T18:27:41.592"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-3-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-3-39-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-3","ONT-EthPort-1-1-3-39-1-2","ROM","2024-09-11T18:27:41.592"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-5-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-5-42-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-5","ONT-EthPort-1-1-5-42-1-4","ROM","2024-09-11T18:27:41.592"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-3-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-3-36-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-3","ONT-EthPort-1-1-3-36-1-2","ROM","2024-09-11T18:27:41.593"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-3-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-3-51-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-3","ONT-EthPort-1-1-3-51-1-4","ROM","2024-09-11T18:27:41.593"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-5-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-5-31-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-5","ONT-EthPort-1-1-5-31-1-4","ROM","2024-09-11T18:27:41.593"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-3-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-3-4-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-3","ONT-EthPort-1-1-3-4-1-4","ROM","2024-09-11T18:27:41.594"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-5-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-5-44-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-5","ONT-EthPort-1-1-5-44-1-4","ROM","2024-09-11T18:27:41.594"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-1-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-1-30-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-1","ONT-EthPort-1-1-1-30-1-4","ROM","2024-09-11T18:27:41.595"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-3-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-3-44-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-3","ONT-EthPort-1-1-3-44-1-2","ROM","2024-09-11T18:27:41.595"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-1-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-1-22-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-1","ONT-EthPort-1-1-1-22-1-2","ROM","2024-09-11T18:27:41.596"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-1-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-1-7-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-1","ONT-EthPort-1-1-1-7-1-2","ROM","2024-09-11T18:27:41.597"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-7-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-7-3-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-7","ONT-EthPort-1-1-7-3-1-4","ROM","2024-09-11T18:27:41.597"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-5-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-5-53-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-5","ONT-EthPort-1-1-5-53-1-4","ROM","2024-09-11T18:27:41.597"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-1-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-1-12-1-2","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-1","ONT-EthPort-1-1-1-12-1-2","ROM","2024-09-11T18:27:41.598"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-5-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-5-59-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-5","ONT-EthPort-1-1-5-59-1-4","ROM","2024-09-11T18:27:41.598"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-5-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-5-43-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-5","ONT-EthPort-1-1-5-43-1-4","ROM","2024-09-11T18:27:41.598"
"ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-Port_GPON-1-1-3-ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME-ONT-EthPort-1-1-3-47-1-4","1GigE","Ethernet","INNI Connectivity","GPON","GPON","GPON","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","ROM_PUN_TJ8P_GERA_EMPIRE_OLT_1_SME","Port_GPON-1-1-3","ONT-EthPort-1-1-3-47-1-4","ROM","2024-09-11T18:27:41.599"
